"name","company","ticker","stock","percent_portfolio","shares","reported_price","percent_difference_current_price","current_price","value"
Josh Tarasoff,Greenlea Lane Capital Management,MSFT,MICROSOFT CORP,10.88%,89165,$446.95,8.51%,$408.90,$39852297
Josh Tarasoff,Greenlea Lane Capital Management,TSLA,TESLA INC,6.30%,108438,$197.88,10.88%,$219.41,$21457711
Josh Tarasoff,Greenlea Lane Capital Management,TRUP,TRUPANION INC,8.83%,1100000,$29.40,52.65%,$44.88,$32340000
Prem Watsa,Fairfax Financial Holdings,BABA,ALIBABA GROUP HOLDING-SP ADR,1.78%,262056,$72.01,14.53%,$82.47,$18870652
Prem Watsa,Fairfax Financial Holdings,GOOGL,ALPHABET INC-CL A,4.23%,274620,$182.06,14.07%,$156.45,$49997317
Prem Watsa,Fairfax Financial Holdings,ATHM,AUTOHOME INC-ADR,0.22%,93000,$27.45,3.46%,$26.50,$2552850
Prem Watsa,Fairfax Financial Holdings,BNS,BANK OF NOVA SCOTIA,1.12%,254408,$45.71,11.20%,$50.83,$11628695
Prem Watsa,Fairfax Financial Holdings,BRK.A,BERKSHIRE HATHAWAY INC CL-A,0.05%,1,$612000.00,16.96%,$715778.00,$612000
Prem Watsa,Fairfax Financial Holdings,BB,BLACKBERRY LTD,9.84%,46724700,$2.49,8.43%,$2.28,$116344503
Prem Watsa,Fairfax Financial Holdings,DOOO,BRP INC/CA- SUB VOTING,0.11%,18338,$63.51,8.48%,$68.89,$1164593
Prem Watsa,Fairfax Financial Holdings,CPRI,CAPRI HOLDINGS LTD,0.56%,202100,$33.05,9.08%,$36.05,$6679405
Prem Watsa,Fairfax Financial Holdings,CIGI,COLLIERS INTERNATIONAL GROUP,0.23%,25000,$110.95,26.60%,$140.46,$2773779
Prem Watsa,Fairfax Financial Holdings,FNV,FRANCO-NEVADA CORP,0.14%,11730,$118.13,0.79%,$119.06,$1385637
Prem Watsa,Fairfax Financial Holdings,BEN,FRANKLIN RESOURCES INC,1.89%,1000000,$22.38,11.35%,$19.84,$22380000
Prem Watsa,Fairfax Financial Holdings,GTX,GARRETT MOTION INC,0.21%,285760,$8.59,4.89%,$8.17,$2454678
Prem Watsa,Fairfax Financial Holdings,GM,GENERAL MOTORS CO,1.48%,313930,$46.44,4.33%,$48.45,$14578945
Prem Watsa,Fairfax Financial Holdings,GNTX,GENTEX CORP,0.24%,85000,$33.70,8.99%,$30.67,$2864500
Prem Watsa,Fairfax Financial Holdings,HP,HELMERICH & PAYNE,1.70%,555105,$36.14,14.33%,$30.96,$20061495
Prem Watsa,Fairfax Financial Holdings,INTC,INTEL CORP,0.50%,155800,$30.94,37.20%,$19.43,$4820452
Prem Watsa,Fairfax Financial Holdings,JNJ,JOHNSON & JOHNSON,0.91%,73400,$146.11,14.54%,$167.36,$10724474
Prem Watsa,Fairfax Financial Holdings,KW,KENNEDY-WILSON HOLDINGS INC,10.94%,13322009,$9.71,13.39%,$11.01,$129356707
Prem Watsa,Fairfax Financial Holdings,KKR,KKR & CO INC,0.21%,18917,$105.40,11.64%,$117.67,$1993904
Prem Watsa,Fairfax Financial Holdings,LBRDK,LIBERTY BROADBAND-C,0.07%,14780,$54.81,9.83%,$60.20,$810092
Prem Watsa,Fairfax Financial Holdings,MX,MAGNACHIP SEMICONDUCTOR CORP,0.05%,125000,$4.87,4.93%,$4.63,$608750
Prem Watsa,Fairfax Financial Holdings,MRK,MERCK & CO INC,1.81%,136591,$123.74,6.42%,$115.80,$16901770
Prem Watsa,Fairfax Financial Holdings,META,META PLATFORMS INC-CLASS A,0.55%,12800,$503.89,1.76%,$512.74,$6449792
Prem Watsa,Fairfax Financial Holdings,MGM,MGM RESORTS INTERNATIONAL,0.11%,29500,$44.45,17.64%,$36.61,$1311275
Prem Watsa,Fairfax Financial Holdings,MU,MICRON TECHNOLOGY INC,0.45%,31077,$131.50,32.10%,$89.29,$4086691
Prem Watsa,Fairfax Financial Holdings,OXY,OCCIDENTAL PETROLEUM CORP,32.05%,6020418,$62.98,13.26%,$54.63,$379165926
Prem Watsa,Fairfax Financial Holdings,ORLA,ORLA MINING LTD,18.02%,55655229,$3.83,3.67%,$3.97,$213127781
Prem Watsa,Fairfax Financial Holdings,PFE,PFIZER INC,1.09%,350284,$27.98,1.47%,$28.39,$9800946
Prem Watsa,Fairfax Financial Holdings,PNM,PNM RESOURCES INC,0.05%,17000,$36.95,13.04%,$41.77,$628150
Prem Watsa,Fairfax Financial Holdings,QSR,RESTAURANT BRANDS INTERN,0.25%,42000,$70.12,2.10%,$68.65,$2945080
Prem Watsa,Fairfax Financial Holdings,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,0.42%,113240,$32.86,2.71%,$33.75,$3721066
Prem Watsa,Fairfax Financial Holdings,TSM,TAIWAN SEMICONDUCTOR-SP ADR,2.08%,141700,$173.83,7.46%,$160.87,$24631711
Prem Watsa,Fairfax Financial Holdings,TGNA,TEGNA INC,0.04%,32000,$13.93,1.58%,$14.15,$445760
Prem Watsa,Fairfax Financial Holdings,TFII,TFI INTERNATIONAL INC,0.16%,9709,$144.29,1.30%,$146.16,$1400917
Prem Watsa,Fairfax Financial Holdings,UAA,UNDER ARMOUR INC-CLASS A,2.38%,4223700,$6.67,23.39%,$8.23,$28172079
Prem Watsa,Fairfax Financial Holdings,X,UNITED STATES STEEL CORP,0.03%,8900,$37.78,22.23%,$29.38,$336242
Prem Watsa,Fairfax Financial Holdings,VOO,VANGUARD S&P 500 ETF,4.02%,67925,$500.04,1.25%,$506.30,$33965217
Prem Watsa,Fairfax Financial Holdings,XERS,XERIS BIOPHARMA HOLDINGS INC,0.03%,170937,$2.24,17.86%,$2.64,$382899
Brian Bares,Bares Capital Management,AGYS,AGILYSYS INC,0.80%,160000,$104.14,2.76%,$107.01,$16662400
Brian Bares,Bares Capital Management,ALRM,ALARMCOM HOLDINGS INC,1.75%,364433,$63.54,8.33%,$58.25,$23156103
Brian Bares,Bares Capital Management,ALGN,ALIGN TECHNOLOGY INC,8.95%,771193,$241.43,7.91%,$222.34,$186189126
Brian Bares,Bares Capital Management,ATRO,ASTRONICS CORP,0.87%,904351,$20.03,3.99%,$20.83,$18114151
Brian Bares,Bares Capital Management,CMPR,CIMPRESS PLC,0.74%,176031,$87.61,10.25%,$96.59,$15422076
Brian Bares,Bares Capital Management,CSGP,COSTAR GROUP INC,4.93%,857357,$74.14,4.13%,$77.20,$63564499
Brian Bares,Bares Capital Management,DESP,DESPEGARCOM CORP,0.75%,1174447,$13.23,7.48%,$12.24,$15537934
Brian Bares,Bares Capital Management,ESI,ELEMENT SOLUTIONS INC,0.84%,641389,$27.12,5.83%,$25.54,$17394470
Brian Bares,Bares Capital Management,ETSY,ETSY INC,10.88%,2319498,$58.98,5.78%,$55.57,$136803992
Brian Bares,Bares Capital Management,EVTC,EVERTEC INC,0.46%,285000,$33.25,1.44%,$33.73,$9476250
Brian Bares,Bares Capital Management,FC,FRANKLIN COVEY CO,0.85%,466661,$38.00,5.92%,$40.25,$17733118
Brian Bares,Bares Capital Management,IBKR,INTERACTIVE BROKERS GRO-CL A,14.93%,1494272,$122.60,2.38%,$125.52,$183197790
Brian Bares,Bares Capital Management,IRMD,IRADIMED CORP,0.60%,283600,$43.94,5.89%,$46.53,$12461384
Brian Bares,Bares Capital Management,ONTO,ONTO INNOVATION INC,0.42%,40000,$219.56,14.43%,$187.88,$8782400
Brian Bares,Bares Capital Management,PD,PAGERDUTY INC,0.57%,298589,$22.93,21.15%,$18.08,$6846656
Brian Bares,Bares Capital Management,PEGA,PEGASYSTEMS INC,15.86%,5447866,$60.53,12.16%,$67.89,$329759329
Brian Bares,Bares Capital Management,SSTI,SOUNDTHINKING INC,0.35%,595466,$12.18,10.67%,$13.48,$7252776
Brian Bares,Bares Capital Management,SQ,SQUARE INC - A,12.30%,2221116,$64.49,0.64%,$64.08,$143239786
Brian Bares,Bares Capital Management,SNEX,STONEX GROUP INC,0.52%,142500,$75.31,4.85%,$78.96,$10731675
Brian Bares,Bares Capital Management,TDUP,THREDUP INC - CLASS A,0.35%,4250000,$1.70,47.65%,$0.89,$7225000
Brian Bares,Bares Capital Management,TFIN,TRIUMPH FINANCIAL INC,1.01%,139648,$81.75,1.48%,$80.54,$11416229
Brian Bares,Bares Capital Management,TWLO,TWILIO INC - A,0.59%,216135,$56.81,7.09%,$60.84,$12278629
Brian Bares,Bares Capital Management,UPWK,UPWORK INC,0.74%,1425000,$10.75,10.79%,$9.59,$15318750
Brian Bares,Bares Capital Management,VEEV,VEEVA SYSTEMS INC-CLASS A,1.03%,61797,$183.01,18.48%,$216.83,$11309554
Brian Bares,Bares Capital Management,W,WAYFAIR INC- CLASS A,3.56%,1405582,$52.73,20.54%,$41.90,$74116339
Brian Bares,Bares Capital Management,WOW,WIDEOPENWEST INC,0.84%,1667503,$5.41,3.14%,$5.58,$9021191
Brian Bares,Bares Capital Management,WDAY,WORKDAY INC-CLASS A,12.43%,1155675,$223.56,15.67%,$258.60,$258362703
Brian Bares,Bares Capital Management,XPEL,XPEL INC,1.16%,676082,$35.56,21.68%,$43.27,$24041476
Brian Bares,Bares Capital Management,ZUO,ZUORA INC - CLASS A,0.93%,1940000,$9.93,13.60%,$8.58,$19264200
Norbert Lou,Punch Card Management,BRK.A,BERKSHIRE HATHAWAY INC CL-A,63.17%,216,$612241.00,16.91%,$715778.00,$132476707
Norbert Lou,Punch Card Management,SGOV,ISHARES 0-3 MONTH TREASURY B,17.30%,581100,$100.71,0.36%,$100.35,$58522581
Norbert Lou,Punch Card Management,SWBI,SMITH & WESSON BRANDS INC,3.56%,840038,$14.34,0.63%,$14.25,$12046145
Norbert Lou,Punch Card Management,WGO,WINNEBAGO INDUSTRIES,15.97%,602926,$54.20,8.58%,$58.85,$32678625
Clifford Sosin,CAS Investment Partners,COF,CAPITAL ONE FINANCIAL CORP,7.42%,686052,$138.45,3.84%,$143.77,$94983899
Clifford Sosin,CAS Investment Partners,CDLX,CARDLYTICS INC,4.15%,4234482,$8.21,57.49%,$3.49,$34765102
Clifford Sosin,CAS Investment Partners,CVNA,CARVANA CO,65.65%,6530894,$128.72,12.45%,$144.74,$840656676
Clifford Sosin,CAS Investment Partners,HGV,HILTON GRAND VACATIONS INC,20.35%,6446661,$40.43,7.02%,$37.59,$260638504
Clifford Sosin,CAS Investment Partners,WRLD,WORLD ACCEPTANCE CORP,2.43%,161134,$123.58,6.21%,$115.90,$19912949
Connor Haley,Alta Fox Capital Management,GOOGL,ALPHABET INC-CL A,8.95%,77400,$182.15,14.11%,$156.45,$14098410
Connor Haley,Alta Fox Capital Management,AMZN,AMAZONCOM INC,6.36%,51852,$193.25,10.31%,$173.33,$10020399
Connor Haley,Alta Fox Capital Management,APP,APPLOVIN CORP-CLASS A,5.42%,60475,$83.22,5.60%,$87.88,$5032729
Connor Haley,Alta Fox Capital Management,ALV,AUTOLIV INC,9.22%,135800,$106.99,6.45%,$100.09,$14529242
Connor Haley,Alta Fox Capital Management,DAKT,DAKTRONICS INC,6.63%,748557,$13.95,11.33%,$12.37,$10442370
Connor Haley,Alta Fox Capital Management,IDT,IDT CORP-CLASS B,3.26%,82080,$35.92,8.55%,$38.99,$2948317
Connor Haley,Alta Fox Capital Management,MA,MASTERCARD INC - A,3.64%,13000,$441.16,9.52%,$483.14,$5735080
Connor Haley,Alta Fox Capital Management,MSFT,MICROSOFT CORP,4.14%,14600,$446.95,8.51%,$408.90,$6525470
Connor Haley,Alta Fox Capital Management,CASH,PATHWARD FINANCIAL INC,12.42%,193605,$56.57,18.63%,$67.11,$10952259
Connor Haley,Alta Fox Capital Management,RCMT,RCM TECHNOLOGIES INC,0.77%,65019,$18.72,4.33%,$19.53,$1217156
Connor Haley,Alta Fox Capital Management,REVG,REV GROUP INC,38.55%,2439819,$24.89,7.91%,$26.86,$60727095
Connor Haley,Alta Fox Capital Management,RCKY,ROCKY BRANDS INC,0.47%,10909,$36.96,19.02%,$29.93,$403226
Connor Haley,Alta Fox Capital Management,WSC,WILLSCOT MOBILE MINI HOLDING,0.16%,6872,$37.64,1.28%,$37.16,$258662
Andrew Brenton,Turtle Creek Asset Management,ADS,ALLIANCE DATA SYSTEMS CORP,5.37%,4681511,$44.56,27.47%,$56.80,$208608130
Andrew Brenton,Turtle Creek Asset Management,ATS,ATS CORP,4.24%,4917387,$32.31,22.22%,$25.13,$158880779
Andrew Brenton,Turtle Creek Asset Management,AVNW,AVIAT NETWORKS INC,0.00%,4300,$28.69,7.84%,$26.44,$123367
Andrew Brenton,Turtle Creek Asset Management,BERY,BERRY GLOBAL GROUP INC,6.48%,4275066,$58.85,15.51%,$67.98,$251587634
Andrew Brenton,Turtle Creek Asset Management,BWA,BORGWARNER INC,3.24%,3705741,$32.24,2.57%,$33.07,$119473089
Andrew Brenton,Turtle Creek Asset Management,DOOO,BRP INC/CA- SUB VOTING,3.52%,2136623,$64.03,7.59%,$68.89,$136807971
Andrew Brenton,Turtle Creek Asset Management,BC,BRUNSWICK CORP,4.59%,2289112,$72.77,7.28%,$78.07,$166578739
Andrew Brenton,Turtle Creek Asset Management,BLDR,BUILDERS FIRSTSOURCE INC,0.09%,25840,$138.41,22.01%,$168.88,$3576514
Andrew Brenton,Turtle Creek Asset Management,KMX,CARMAX INC,5.23%,2771452,$73.34,11.60%,$81.85,$203258290
Andrew Brenton,Turtle Creek Asset Management,CE,CELANESE CORP,2.23%,590507,$134.89,7.84%,$124.31,$79653559
Andrew Brenton,Turtle Creek Asset Management,CIGI,COLLIERS INTERNATIONAL GROUP,4.50%,1565423,$111.65,25.80%,$140.46,$174779478
Andrew Brenton,Turtle Creek Asset Management,CVS,CVS HEALTH CORP,3.28%,2154157,$59.06,0.41%,$59.30,$127224512
Andrew Brenton,Turtle Creek Asset Management,DFS,DISCOVER FINANCIAL SERVICES,2.93%,788446,$130.81,3.26%,$135.08,$103136734
Andrew Brenton,Turtle Creek Asset Management,DCBO,DOCEBO INC,0.00%,2400,$38.63,10.25%,$42.59,$92712
Andrew Brenton,Turtle Creek Asset Management,ECPG,ENCORE CAPITAL GROUP INC,2.32%,2158849,$41.73,13.90%,$47.53,$90088769
Andrew Brenton,Turtle Creek Asset Management,EEFT,EURONET WORLDWIDE INC,2.31%,770563,$103.50,1.22%,$104.76,$79753351
Andrew Brenton,Turtle Creek Asset Management,FISV,FISERV INC,0.06%,16500,$149.04,23.36%,$114.23,$2459160
Andrew Brenton,Turtle Creek Asset Management,FND,FLOOR & DECOR HOLDINGS INC-A,3.23%,1263177,$99.41,7.14%,$106.51,$125572426
Andrew Brenton,Turtle Creek Asset Management,GIL,GILDAN ACTIVEWEAR INC,4.27%,3825045,$37.92,18.06%,$44.77,$145045706
Andrew Brenton,Turtle Creek Asset Management,IR,INGERSOLL-RAND INC,4.24%,1812258,$90.84,3.94%,$87.26,$164625517
Andrew Brenton,Turtle Creek Asset Management,JELD,JELD-WEN HOLDING INC,4.80%,13842920,$13.47,0.59%,$13.55,$186464132
Andrew Brenton,Turtle Creek Asset Management,JBT,JOHN BEAN TECHNOLOGIES CORP,0.08%,27377,$94.97,6.04%,$89.23,$2600016
Andrew Brenton,Turtle Creek Asset Management,KNSL,KINSALE CAPITAL GROUP INC,3.25%,327608,$385.28,23.14%,$474.45,$126220810
Andrew Brenton,Turtle Creek Asset Management,KNX,KNIGHT-SWIFT TRANSPORTATION,0.36%,276513,$49.92,5.31%,$52.57,$13803529
Andrew Brenton,Turtle Creek Asset Management,LVLU,LULU'S FASHION LOUNGE HOLDIN,0.00%,46475,$1.85,29.73%,$1.30,$85978
Andrew Brenton,Turtle Creek Asset Management,MGA,MAGNA INTERNATIONAL INC,2.60%,2414079,$41.90,0.76%,$41.58,$101149910
Andrew Brenton,Turtle Creek Asset Management,MIDD,MIDDLEBY CORP,5.56%,1761895,$122.61,11.74%,$137.00,$216025946
Andrew Brenton,Turtle Creek Asset Management,OTEX,OPEN TEXT CORP,4.38%,4697474,$30.04,5.86%,$31.80,$141112137
Andrew Brenton,Turtle Creek Asset Management,PNTG,PENNANT GROUP INC/THE,0.00%,5500,$23.19,41.48%,$32.81,$127545
Andrew Brenton,Turtle Creek Asset Management,PHIN,PHINIA INC,0.00%,4000,$39.36,21.27%,$47.73,$157440
Andrew Brenton,Turtle Creek Asset Management,RVLV,REVOLVE GROUP INC,0.47%,937086,$15.91,37.46%,$21.87,$14909054
Andrew Brenton,Turtle Creek Asset Management,SEE,SEALED AIR CORP,0.16%,175790,$34.79,1.35%,$34.32,$6115734
Andrew Brenton,Turtle Creek Asset Management,SCI,SERVICE CORP INTERNATIONAL,3.89%,2124997,$71.13,9.59%,$77.95,$151151037
Andrew Brenton,Turtle Creek Asset Management,SSNC,SS&C TECHNOLOGIES HOLDINGS,4.51%,2237456,$62.67,18.21%,$74.08,$140221417
Andrew Brenton,Turtle Creek Asset Management,SYF,SYNCHRONY FINANCIAL,0.04%,32300,$47.19,4.24%,$49.19,$1524237
Andrew Brenton,Turtle Creek Asset Management,TFII,TFI INTERNATIONAL INC,3.70%,990796,$145.16,0.69%,$146.16,$143823947
Andrew Brenton,Turtle Creek Asset Management,URBN,URBAN OUTFITTERS INC,1.52%,1126758,$41.05,8.96%,$37.37,$46253431
Andrew Brenton,Turtle Creek Asset Management,VNT,VONTIER CORP,2.50%,2543937,$38.20,12.57%,$33.40,$97178393
Andrew Brenton,Turtle Creek Asset Management,WFG,WEST FRASER TIMBER CO LTD,0.04%,20200,$76.87,12.57%,$86.53,$1552774
Michael Burry,Scion Asset Management,BABA,ALIBABA GROUP HOLDING-SP ADR,21.26%,105399,$72.00,14.54%,$82.47,$7588799
Michael Burry,Scion Asset Management,ACIC,AMERICAN COASTAL INSURANCE C,5.06%,251892,$10.55,3.13%,$10.88,$2657461
Michael Burry,Scion Asset Management,BIDU,BAIDU INC - SPON ADR,12.36%,75000,$86.48,4.74%,$82.38,$6486000
Michael Burry,Scion Asset Management,BCAB,BIOATLA INC,1.65%,421582,$1.37,29.93%,$1.78,$577568
Michael Burry,Scion Asset Management,HPP,HUDSON PACIFIC PROPERTIES IN,10.49%,1144435,$4.81,5.41%,$5.07,$5504732
Michael Burry,Scion Asset Management,JD,JDCOM INC-ADR,12.31%,250000,$25.84,3.83%,$26.83,$6460000
Michael Burry,Scion Asset Management,MOH,MOLINA HEALTHCARE INC,13.89%,15944,$297.30,11.42%,$331.24,$4740299
Michael Burry,Scion Asset Management,OLPX,OLAPLEX HOLDINGS INC,2.92%,995250,$1.54,48.70%,$2.29,$1532685
Michael Burry,Scion Asset Management,REAL,REALREAL INC/THE,6.08%,635000,$3.19,26.02%,$2.36,$2025650
Michael Burry,Scion Asset Management,FOUR,SHIFT4 PAYMENTS INC-CLASS A,13.97%,100000,$73.35,5.39%,$77.30,$7335000
Glenn Greenberg,Brave Warrior Advisors,GOOGL,ALPHABET INC-CL A,0.09%,21858,$182.15,14.11%,$156.45,$3981435
Glenn Greenberg,Brave Warrior Advisors,GOOG,ALPHABET INC-CL C,0.02%,3221,$183.42,13.96%,$157.81,$590887
Glenn Greenberg,Brave Warrior Advisors,AMZN,AMAZONCOM INC,0.01%,2200,$193.25,10.31%,$173.33,$425150
Glenn Greenberg,Brave Warrior Advisors,AM,ANTERO MIDSTREAM CORP,0.68%,2090289,$14.74,2.17%,$14.42,$30810860
Glenn Greenberg,Brave Warrior Advisors,ANTM,ANTHEM INC,19.61%,1633127,$541.86,10.94%,$482.58,$884926196
Glenn Greenberg,Brave Warrior Advisors,APO,APOLLO GLOBAL MANAGEMENT INC,9.89%,3156050,$118.07,7.23%,$109.53,$372634862
Glenn Greenberg,Brave Warrior Advisors,AMAT,APPLIED MATERIALS INC,0.01%,961,$235.99,22.72%,$182.38,$226786
Glenn Greenberg,Brave Warrior Advisors,AN,AUTONATION INC,3.46%,979235,$159.38,5.87%,$168.74,$156070474
Glenn Greenberg,Brave Warrior Advisors,BAC,BANK OF AMERICA CORP,0.02%,18476,$39.77,1.84%,$40.50,$734800
Glenn Greenberg,Brave Warrior Advisors,CMCSA,COMCAST CORP-CLASS A,0.03%,31094,$39.16,1.25%,$38.67,$1217641
Glenn Greenberg,Brave Warrior Advisors,DFS,DISCOVER FINANCIAL SERVICES,10.03%,2786082,$130.81,3.26%,$135.08,$364447446
Glenn Greenberg,Brave Warrior Advisors,DHI,DR HORTON INC,2.52%,805923,$140.93,30.70%,$184.19,$113578728
Glenn Greenberg,Brave Warrior Advisors,FG,F&G ANNUITIES & LIFE INC,5.10%,6049364,$38.05,9.62%,$41.71,$230178300
Glenn Greenberg,Brave Warrior Advisors,FNF,FIDELITY NATIONAL FINANCIAL,8.07%,5820351,$49.42,19.67%,$59.14,$287641749
Glenn Greenberg,Brave Warrior Advisors,HCA,HCA HEALTHCARE INC,0.03%,3873,$321.28,22.73%,$394.30,$1244317
Glenn Greenberg,Brave Warrior Advisors,JPM,JPMORGAN CHASE & CO,0.03%,5643,$202.26,8.44%,$219.33,$1141353
Glenn Greenberg,Brave Warrior Advisors,LEN,LENNAR CORP-A,5.27%,1228616,$149.87,18.98%,$178.31,$184132799
Glenn Greenberg,Brave Warrior Advisors,LAD,LITHIA MOTORS INC,4.78%,855172,$252.45,12.95%,$285.13,$215888171
Glenn Greenberg,Brave Warrior Advisors,MAR,MARRIOTT INTERNATIONAL -CL A,0.01%,1194,$241.77,5.09%,$229.46,$288673
Glenn Greenberg,Brave Warrior Advisors,MSFT,MICROSOFT CORP,0.01%,399,$446.95,8.51%,$408.90,$178333
Glenn Greenberg,Brave Warrior Advisors,MPLX,MPLX LP,4.00%,4235478,$42.59,0.38%,$42.43,$180389008
Glenn Greenberg,Brave Warrior Advisors,OMF,ONEMAIN HOLDINGS INC,7.81%,7270177,$48.49,1.01%,$48.00,$352530883
Glenn Greenberg,Brave Warrior Advisors,PRI,PRIMERICA INC,9.91%,1408059,$236.58,10.15%,$260.60,$333118760
Glenn Greenberg,Brave Warrior Advisors,PGR,PROGRESSIVE CORP,0.01%,1746,$207.71,22.24%,$253.91,$362662
Glenn Greenberg,Brave Warrior Advisors,RYAAY,RYANAIR HOLDINGS PLC-SP ADR,0.13%,49640,$116.44,5.74%,$109.76,$5780082
Glenn Greenberg,Brave Warrior Advisors,SNX,SYNNEX CORP,8.50%,2425093,$115.40,0.05%,$115.46,$279855798
Glenn Greenberg,Brave Warrior Advisors,UNH,UNITEDHEALTH GROUP INC,0.01%,610,$509.26,18.64%,$604.18,$310649
Stuart Mclaughlin,Triple Frond Partners,GOOG,ALPHABET INC-CL C,15.46%,484825,$183.42,13.96%,$157.81,$88926525
Stuart Mclaughlin,Triple Frond Partners,AMZN,AMAZONCOM INC,12.29%,541901,$193.25,10.31%,$173.33,$104722000
Stuart Mclaughlin,Triple Frond Partners,CP,CANADIAN PACIFIC KANSAS CITY,2.91%,314734,$78.73,7.29%,$84.47,$24779000
Stuart Mclaughlin,Triple Frond Partners,CHTR,CHARTER COMMUNICATIONS INC-A,22.01%,627525,$298.96,10.93%,$331.64,$187605000
Stuart Mclaughlin,Triple Frond Partners,LRCX,LAM RESEARCH CORP,6.56%,34669,$1064.86,28.21%,$764.44,$36918419
Stuart Mclaughlin,Triple Frond Partners,MSFT,MICROSOFT CORP,11.99%,228654,$446.95,8.51%,$408.90,$102197000
Stuart Mclaughlin,Triple Frond Partners,MCO,MOODY'S CORP,7.45%,150787,$420.93,15.10%,$484.49,$63471000
Stuart Mclaughlin,Triple Frond Partners,MSCI,MSCI INC,3.27%,37358,$481.75,18.93%,$572.94,$17997435
Stuart Mclaughlin,Triple Frond Partners,TDG,TRANSDIGM GROUP INC,9.33%,62239,$1277.61,5.71%,$1350.62,$79517000
Stuart Mclaughlin,Triple Frond Partners,UNP,UNION PACIFIC CORP,1.98%,74500,$226.26,13.01%,$255.70,$16856000
Stuart Mclaughlin,Triple Frond Partners,V,VISA INC-CLASS A SHARES,6.75%,138177,$262.47,6.87%,$280.49,$36267210
Mark Massey,AltaRock Partners,GOOGL,ALPHABET INC-CL A,15.00%,4002110,$182.15,14.11%,$156.45,$728984337
Mark Massey,AltaRock Partners,AMZN,AMAZONCOM INC,16.43%,4129460,$193.25,10.31%,$173.33,$798018145
Mark Massey,AltaRock Partners,CHTR,CHARTER COMMUNICATIONS INC-A,0.04%,3675,$298.96,10.93%,$331.64,$1098752
Mark Massey,AltaRock Partners,FICO,FAIR ISAAC CORP,1.06%,34652,$1488.66,17.64%,$1751.25,$51585046
Mark Massey,AltaRock Partners,MA,MASTERCARD INC - A,2.42%,267033,$441.16,9.52%,$483.14,$117804278
Mark Massey,AltaRock Partners,MSFT,MICROSOFT CORP,17.80%,1151215,$446.95,8.51%,$408.90,$514535776
Mark Massey,AltaRock Partners,MCO,MOODY'S CORP,9.42%,1087080,$420.93,15.10%,$484.49,$457584584
Mark Massey,AltaRock Partners,TDG,TRANSDIGM GROUP INC,28.22%,1073264,$1277.61,5.71%,$1350.62,$1371212819
Mark Massey,AltaRock Partners,V,VISA INC-CLASS A SHARES,9.61%,1031462,$262.47,6.87%,$280.49,$270727867
Bryan R. Lawrence,Oakcliff Capital Partners,GOOG,ALPHABET INC-CL C,11.66%,118880,$183.42,13.96%,$157.81,$21804970
Bryan R. Lawrence,Oakcliff Capital Partners,CHTR,CHARTER COMMUNICATIONS INC-A,6.15%,20583,$298.96,10.93%,$331.64,$6153670
Bryan R. Lawrence,Oakcliff Capital Partners,FNF,FIDELITY NATIONAL FINANCIAL,7.14%,270000,$49.42,19.67%,$59.14,$13343400
Bryan R. Lawrence,Oakcliff Capital Partners,GIL,GILDAN ACTIVEWEAR INC,12.48%,615399,$37.92,18.06%,$44.77,$23335930
Bryan R. Lawrence,Oakcliff Capital Partners,GWRE,GUIDEWIRE SOFTWARE INC,9.18%,64706,$137.89,6.66%,$147.08,$8922337
Bryan R. Lawrence,Oakcliff Capital Partners,IBKR,INTERACTIVE BROKERS GRO-CL A,19.84%,302647,$122.60,2.38%,$125.52,$37104522
Bryan R. Lawrence,Oakcliff Capital Partners,LGIH,LGI HOMES INC,5.20%,108590,$89.49,16.21%,$104.00,$9717719
Bryan R. Lawrence,Oakcliff Capital Partners,NRP,NATURAL RESOURCE PARTNERS LP,7.42%,78207,$89.64,2.67%,$87.25,$7010504
Bryan R. Lawrence,Oakcliff Capital Partners,SGU,STAR GROUP LP,6.29%,1105928,$10.64,7.33%,$11.42,$11767074
Bryan R. Lawrence,Oakcliff Capital Partners,TDG,TRANSDIGM GROUP INC,14.64%,21424,$1277.61,5.71%,$1350.62,$27371517
Carl Icahn,Icahn Capital Management,AEP,AMERICAN ELECTRIC POWER,0.98%,1205300,$87.74,16.74%,$102.43,$105753022
Carl Icahn,Icahn Capital Management,BLCO,BAUSCH + LOMB CORP,0.47%,1855000,$14.52,12.33%,$16.31,$26934600
Carl Icahn,Icahn Capital Management,BHC,BAUSCH HEALTH COS INC,2.23%,34721118,$6.97,10.62%,$6.23,$242006192
Carl Icahn,Icahn Capital Management,CZR,CAESARS ENTERTAINMENT INC,0.89%,2440109,$39.74,6.69%,$37.08,$96969932
Carl Icahn,Icahn Capital Management,CTRI,CENTURI HOLDINGS INC,0.47%,1334843,$19.48,16.84%,$16.20,$26002750
Carl Icahn,Icahn Capital Management,CVI,CVR ENERGY INC,16.47%,66692381,$26.77,8.67%,$24.45,$1785355039
Carl Icahn,Icahn Capital Management,UAN,CVR PARTNERS LP,2.72%,3892000,$75.66,10.56%,$67.67,$294468720
Carl Icahn,Icahn Capital Management,DAN,DANA INC,1.60%,14286505,$12.12,12.71%,$10.58,$173152441
Carl Icahn,Icahn Capital Management,IEP,ICAHN ENTERPRISES LP,61.75%,406313986,$16.48,25.91%,$12.21,$6696054489
